date,open,close,high,low,volume,code
2018-04-18 14:55,8.5,8.52,8.52,8.5,82.0,600817
2018-04-18 15:00,8.52,8.59,8.6,8.52,352.0,600817
2018-04-19 09:35,8.59,8.59,8.6,8.59,158.0,600817
2018-04-19 09:40,8.59,8.59,8.59,8.59,20.0,600817
2018-04-19 09:45,8.59,8.53,8.59,8.53,53.0,600817
2018-04-19 09:50,8.53,8.59,8.59,8.53,61.0,600817
2018-04-19 09:55,8.59,8.58,8.59,8.58,17.0,600817
2018-04-19 10:00,8.58,8.59,8.59,8.58,194.0,600817
2018-04-19 10:05,8.59,8.58,8.59,8.58,107.0,600817
2018-04-19 10:10,8.58,8.57,8.58,8.57,11.0,600817
2018-04-19 10:15,8.57,8.56,8.58,8.56,232.0,600817
2018-04-19 10:20,8.56,8.59,8.59,8.56,61.0,600817
2018-04-19 10:25,8.59,8.56,8.59,8.56,26.0,600817
2018-04-19 10:30,8.56,8.56,8.56,8.56,6.0,600817
2018-04-19 10:35,8.56,8.58,8.58,8.56,56.0,600817
2018-04-19 10:40,8.58,8.59,8.59,8.58,80.0,600817
2018-04-19 10:45,8.59,8.65,8.65,8.59,179.0,600817
2018-04-19 10:50,8.65,8.65,8.65,8.65,0.0,600817
2018-04-19 10:55,8.65,8.64,8.65,8.64,1.0,600817
2018-04-19 11:00,8.62,8.6,8.62,8.6,110.0,600817
2018-04-19 11:05,8.6,8.6,8.6,8.6,0.0,600817
2018-04-19 11:10,8.6,8.6,8.6,8.6,0.0,600817
2018-04-19 11:15,8.6,8.61,8.61,8.6,28.0,600817
2018-04-19 11:20,8.61,8.62,8.62,8.61,21.0,600817
2018-04-19 11:25,8.62,8.61,8.62,8.61,22.0,600817
2018-04-19 11:30,8.61,8.61,8.61,8.61,0.0,600817
2018-04-19 13:05,8.62,8.69,8.69,8.62,271.0,600817
2018-04-19 13:10,8.69,8.69,8.69,8.69,55.0,600817
2018-04-19 13:15,8.69,8.69,8.69,8.69,0.0,600817
2018-04-19 13:20,8.69,8.69,8.69,8.69,0.0,600817
2018-04-19 13:25,8.69,8.65,8.69,8.65,41.0,600817
2018-04-19 13:30,8.65,8.65,8.65,8.65,33.0,600817
2018-04-19 13:35,8.65,8.65,8.65,8.65,0.0,600817
2018-04-19 13:40,8.65,8.57,8.65,8.49,1093.0,600817
2018-04-19 13:45,8.57,8.57,8.57,8.57,66.0,600817
2018-04-19 13:50,8.57,8.55,8.57,8.53,375.0,600817
2018-04-19 13:55,8.55,8.56,8.56,8.55,3.0,600817
2018-04-19 14:00,8.56,8.56,8.56,8.56,0.0,600817
2018-04-19 14:05,8.56,8.56,8.56,8.56,0.0,600817
2018-04-19 14:10,8.56,8.61,8.62,8.56,123.0,600817
2018-04-19 14:15,8.61,8.62,8.62,8.61,133.0,600817
2018-04-19 14:20,8.62,8.63,8.63,8.62,40.0,600817
2018-04-19 14:25,8.63,8.62,8.63,8.62,70.0,600817
2018-04-19 14:30,8.62,8.63,8.63,8.62,35.0,600817
2018-04-19 14:35,8.63,8.62,8.65,8.62,96.0,600817
2018-04-19 14:40,8.62,8.63,8.63,8.62,36.0,600817
